perturbation,e_distance,e_pval,n_cells,n_donors,viability_ratio,note,e_qval,viability_flag,target_fc,on_target_ok,gate_sig,gate_viable,passes_gates,n_signif_kd,n_guides_kd,kd_confirmed,best_kd_rank,kd_gated_hit,direction_score,direction_sign_agreement,direction_n_donors,direction_per_donor,direction_tier
GMDS,1.656928610441767,0.0009990009990009,250,2,1.1467889908204276,,0.0011657389743494,False,,,True,True,True,2,2,True,9355.0,True,0.1320275508874712,True,2,0.1707;0.0934,brake
DTWD2,1.6566959182967835,0.0009990009990009,228,2,1.04587155962823,,0.0011657389743494,False,,,True,True,True,2,2,True,3487.0,True,0.046432051653912,True,2,0.0804;0.0124,neutral
BBS10,1.6563823857302111,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,4748.0,True,0.0211711481353853,False,2,0.1234;-0.0811,neutral
ZNF672,1.656169497718338,0.0009990009990009,132,2,0.6055045871531858,,0.0011657389743494,False,,,True,True,True,2,2,True,5681.0,True,-0.1782535928007316,True,2,-0.2967;-0.0598,required-machinery
E2F8,1.6560687335426891,0.0009990009990009,144,2,0.6605504587125663,,0.0011657389743494,False,0.0209728182241069,True,True,True,True,2,2,True,4895.0,True,-0.0740330779053544,True,2,-0.0861;-0.0620,required-machinery
RAD54L,1.655557657814953,0.0009990009990009,251,2,1.1513761467837094,,0.0011657389743494,False,0.0470371185295604,True,True,True,True,2,2,True,5579.0,True,-0.0452616899759505,False,2,-0.1019;0.0114,neutral
C2CD3,1.6554706587731474,0.0009990009990009,114,2,0.522935779814115,,0.0011657389743494,False,,,True,True,True,2,2,True,5352.0,True,0.0260205110556591,False,2,0.1529;-0.1008,neutral
PTPRA,1.6554251448869337,0.0009990009990009,277,2,1.2706422018290338,,0.0011657389743494,False,,,True,True,True,2,2,True,8065.0,True,-0.1013680332623371,True,2,-0.0886;-0.1141,enhancer
ALKBH5,1.6546706061740153,0.0009990009990009,257,2,1.1788990825633996,,0.0011657389743494,False,,,True,True,True,2,2,True,10744.0,True,0.0917574583211695,False,2,-0.0302;0.2137,brake
PYCR2,1.6546186453083038,0.0009990009990009,239,2,1.096330275224329,,0.0011657389743494,False,,,True,True,True,2,2,True,10818.0,True,0.0936279191073058,True,2,0.0835;0.1038,brake
ADPRHL2,1.654543655153084,0.0009990009990009,143,2,0.6559633027492846,,0.0011657389743494,False,,,True,True,True,2,2,True,9155.0,True,0.0396959026041078,False,2,0.0866;-0.0073,neutral
FAM98C,1.654512151616494,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,3077.0,True,0.0993292772505572,True,2,0.0422;0.1564,brake
WBP1L,1.6542948536010584,0.0009990009990009,278,2,1.2752293577923155,,0.0011657389743494,False,,,True,True,True,2,2,True,4217.0,True,-0.0925475939199266,True,2,-0.0643;-0.1208,enhancer
CSGALNACT1,1.6540897807506454,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,0.1070332576204789,True,True,True,True,2,2,True,2967.0,True,0.0465252015411498,False,2,-0.0071;0.1002,neutral
PRR5,1.6540307494747708,0.0009990009990009,174,2,0.7981651376110176,,0.0011657389743494,False,,,True,True,True,2,2,True,4974.0,True,-0.1163217364476813,True,2,-0.1349;-0.0978,required-machinery
COX7A2,1.6538765054390083,0.0009990009990009,144,2,0.6605504587125663,,0.0011657389743494,False,,,True,True,True,1,2,True,11867.0,True,-0.0701668962812647,True,2,-0.1164;-0.0240,required-machinery
ZC3H12B,1.6532999256781835,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,1,2,True,,True,0.0885156957466685,False,2,0.1801;-0.0031,brake
CELF1,1.6531072092159036,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,11758.0,True,0.1021025180080514,True,2,0.0780;0.1262,brake
STAG3,1.6525314838193808,0.0009990009990009,272,2,1.2477064220126253,,0.0011657389743494,False,,,True,True,True,2,2,True,3145.0,True,0.1188938204529078,False,2,-0.1788;0.4166,brake
NIPSNAP1,1.6523000743218148,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,5416.0,True,-0.0461712585723906,False,2,0.0461;-0.1385,neutral
KLHL20,1.6520687689804276,0.0009990009990009,226,2,1.0366972477016665,,0.0011657389743494,False,,,True,True,True,2,2,True,6115.0,True,-0.0928560438657604,True,2,-0.0757;-0.1100,enhancer
CBX2,1.6519558027742465,0.0009990009990009,281,2,1.2889908256821607,,0.0011657389743494,False,,,True,True,True,1,2,True,2804.0,True,-0.0366614031986322,True,2,-0.0439;-0.0294,neutral
CD4,1.6516327067039214,0.0009990009990009,199,2,0.9128440366930604,,0.0011657389743494,False,0.0474661379093954,True,True,True,True,2,2,True,12298.0,True,-0.0927223959477065,True,2,-0.0608;-0.1247,enhancer
NFKBIZ,1.6514941500350986,0.0009990009990009,171,2,0.7844036697211725,,0.0011657389743494,False,0.4549813365126007,True,True,True,True,2,2,True,8674.0,True,-0.2294985978803404,True,2,-0.1348;-0.3242,required-machinery
CDCA4,1.6513615631259242,0.0009990009990009,267,2,1.2247706421962168,,0.0011657389743494,False,,,True,True,True,1,1,True,5708.0,True,0.1092019429744775,True,2,0.1160;0.1024,brake
UIMC1,1.6512794153945265,0.0009990009990009,278,2,1.2752293577923155,,0.0011657389743494,False,,,True,True,True,2,2,True,8378.0,True,0.0019054672699924,False,2,-0.0254;0.0292,neutral
FAAH2,1.650842573319146,0.0009990009990009,157,2,0.7201834862352285,,0.0011657389743494,False,,,True,True,True,2,2,True,2839.0,True,0.0724861698203617,True,2,0.1190;0.0260,brake
SLC43A1,1.6508217734292003,0.0009990009990009,244,2,1.1192660550407374,,0.0011657389743494,False,,,True,True,True,2,2,True,5956.0,True,0.0386439768245537,False,2,0.1041;-0.0268,neutral
PER2,1.6501622245922365,0.0009990009990009,215,2,0.9862385321055678,,0.0011657389743494,False,0.0499614688111827,True,True,True,True,2,2,True,6122.0,True,0.026705630180243,False,2,0.0838;-0.0304,neutral
SPAG7,1.6499061315496064,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,10449.0,True,0.106579095733428,False,2,-0.0415;0.2547,brake
BPNT1,1.6499036256990394,0.0009990009990009,213,2,0.9770642201790044,,0.0011657389743494,False,,,True,True,True,2,2,True,7639.0,True,-0.0447844787436357,True,2,-0.0630;-0.0266,neutral
FAM219B,1.6491334157351574,0.0009990009990009,174,2,0.7981651376110176,,0.0011657389743494,False,,,True,True,True,2,2,True,5587.0,True,-0.0313876786879424,False,2,0.0612;-0.1240,neutral
MKI67,1.648793368467274,0.0009990009990009,276,2,1.266055045865752,,0.0011657389743494,False,0.7947635328942694,False,True,True,True,1,2,True,10822.0,True,0.0531892962560912,True,2,0.0126;0.0938,brake
LRP5,1.6477700111482676,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,6167.0,True,0.0290671801094019,False,2,-0.0155;0.0736,neutral
CIITA,1.647500690763053,0.0009990009990009,250,2,1.1467889908204276,,0.0011657389743494,False,0.1261544762292212,True,True,True,True,2,2,True,5295.0,True,0.0689060122761157,False,2,-0.1085;0.2463,brake
CYTH3,1.6474268356872628,0.0009990009990009,162,2,0.7431192660516371,,0.0011657389743494,False,1.0228621380679316e-07,True,True,True,True,2,2,True,3024.0,True,-0.0961450106462771,False,2,0.0039;-0.1962,required-machinery
HSPA13,1.6469814864073484,0.0009990009990009,149,2,0.6834862385289748,,0.0011657389743494,False,0.3971109137891039,True,True,True,True,2,2,True,8805.0,True,0.053657869427355,False,2,0.1082;-0.0009,brake
SREK1IP1,1.6465617985878822,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,8318.0,True,-0.006618565736373,False,2,0.1203;-0.1335,neutral
CLPX,1.6460019183205716,0.0009990009990009,275,2,1.2614678899024705,,0.0011657389743494,False,,,True,True,True,2,2,True,9357.0,True,0.0272271739836292,False,2,-0.1332;0.1876,neutral
FBXW8,1.6457327015979146,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,5629.0,True,-0.0631583907446365,False,2,0.0100;-0.1363,enhancer
DCUN1D3,1.6451557043386202,0.0009990009990009,295,2,1.3532110091681049,,0.0011657389743494,False,0.1309608582593105,True,True,True,True,2,2,True,5482.0,True,-0.1314108768903003,True,2,-0.2503;-0.0125,enhancer
TRIP11,1.644757475952602,0.0009990009990009,208,2,0.9541284403625958,,0.0011657389743494,False,,,True,True,True,2,2,True,6681.0,True,-0.1118106829138778,True,2,-0.1585;-0.0652,enhancer
HMGXB4,1.6436774546864612,0.0009990009990009,129,2,0.5917431192633407,,0.0011657389743494,False,0.0684571594417736,True,True,True,True,2,2,True,9116.0,True,-0.0248126114474083,False,2,-0.0574;0.0078,neutral
NDUFAF3,1.6432526941657315,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,10965.0,True,-0.0129747660692569,True,2,-0.0040;-0.0220,neutral
DGUOK,1.6431092560878753,0.0009990009990009,162,2,0.7431192660516371,,0.0011657389743494,False,,,True,True,True,2,2,True,11349.0,True,-0.1117200701822038,True,2,-0.2119;-0.0115,required-machinery
GPR160,1.6430734394510085,0.0009990009990009,203,2,0.9311926605461872,,0.0011657389743494,False,0.0648197211851116,True,True,True,True,1,2,True,4022.0,True,-0.0541822586689877,True,2,-0.0909;-0.0174,enhancer
ZNF484,1.642862893522448,0.0009990009990009,232,2,1.064220183481357,,0.0011657389743494,False,,,True,True,True,2,2,True,5493.0,True,-0.1128194811899853,False,2,0.0462;-0.2718,enhancer
GLRX2,1.642473810411687,0.0009990009990009,263,2,1.2064220183430898,,0.0011657389743494,False,0.0447887094662858,True,True,True,True,2,2,True,9893.0,True,0.1120540864346057,True,2,0.1084;0.1157,brake
UQCRH,1.6410604486695135,0.0009990009990009,133,2,0.6100917431164675,,0.0011657389743494,False,,,True,True,True,2,2,True,5173.0,True,-0.1331109773691374,True,2,-0.1604;-0.1058,required-machinery
TMCO6,1.6410502308640955,0.0009990009990009,137,2,0.6284403669695944,,0.0011657389743494,False,,,True,True,True,2,2,True,4471.0,True,0.0180786546512498,False,2,-0.1125;0.1487,neutral
SLC39A14,1.6404942658735209,0.0009990009990009,197,2,0.903669724766497,,0.0011657389743494,False,0.0286456784841175,True,True,True,True,2,2,True,10220.0,True,0.0435727000404098,True,2,0.0268;0.0603,neutral
TANGO2,1.6404528017563038,0.0009990009990009,232,2,1.064220183481357,,0.0011657389743494,False,,,True,True,True,2,2,True,5758.0,True,-0.1143736932182295,True,2,-0.1691;-0.0596,enhancer
EGR3,1.640078212630236,0.0009990009990009,155,2,0.7110091743086652,,0.0011657389743494,False,0.0339768233374304,True,True,True,True,2,2,True,3777.0,True,-0.1974830421848639,True,2,-0.1261;-0.2689,required-machinery
SH3D21,1.6395387193435695,0.0009990009990009,230,2,1.0550458715547937,,0.0011657389743494,False,,,True,True,True,2,2,True,2337.0,True,0.0861714074190931,True,2,0.1339;0.0384,brake
HMCES,1.6395080445327608,0.0009990009990009,132,2,0.6055045871531858,,0.0011657389743494,False,0.0456441420183552,True,True,True,True,2,2,True,9651.0,True,-0.0534307560381229,False,2,0.0428;-0.1497,required-machinery
VDAC3,1.6376629070197382,0.0009990009990009,279,2,1.2798165137555972,,0.0011657389743494,False,0.1064104042483729,True,True,True,True,2,2,True,11600.0,True,0.1029079250120483,True,2,0.0172;0.1886,brake
SLC6A6,1.63762761628616,0.0009990009990009,287,2,1.316513761461851,,0.0011657389743494,False,,,True,True,True,2,2,True,8759.0,True,0.0516780117423275,True,2,0.0556;0.0478,brake
SRSF11,1.6375284751278514,0.0009990009990009,240,2,1.1009174311876104,,0.0011657389743494,False,,,True,True,True,2,2,True,6345.0,True,-0.1437037865575172,False,2,-0.3323;0.0449,enhancer
LRRC58,1.6370300292968736,0.0009990009990009,256,2,1.174311926600118,,0.0011657389743494,False,,,True,True,True,2,2,True,11053.0,True,0.0254497199520807,False,2,0.0578;-0.0069,neutral
SSBP4,1.6370112969156452,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,5015.0,True,0.0612386142000995,False,2,0.2951;-0.1726,brake
ZNF883,1.6369466996926718,0.0009990009990009,130,2,0.5963302752266224,,0.0011657389743494,False,1.3397982049386649e-06,True,True,True,True,2,2,True,2010.0,True,0.2200599042143116,False,2,-0.0603;0.5004,brake
DAGLB,1.6364595188264417,0.0009990009990009,161,2,0.7385321100883554,,0.0011657389743494,False,,,True,True,True,2,2,True,4606.0,True,-0.1311587908541703,True,2,-0.1194;-0.1429,required-machinery
L3MBTL4,1.6362328502415409,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,1965.0,True,-0.0732774068808562,False,2,0.0923;-0.2389,enhancer
TMEM230,1.635744096385551,0.0009990009990009,250,2,1.1467889908204276,,0.0011657389743494,False,,,True,True,True,1,2,True,7231.0,True,-0.0352084393525157,True,2,-0.0544;-0.0160,neutral
PRKD2,1.6357328667170918,0.0009990009990009,292,2,1.3394495412782594,,0.0011657389743494,False,0.2233275315979791,True,True,True,True,2,2,True,8989.0,True,-0.0226220483155334,False,2,-0.1076;0.0623,neutral
LBR,1.6356647505520527,0.0009990009990009,259,2,1.188073394489963,,0.0011657389743494,False,0.0735172341717758,True,True,True,True,2,2,True,12093.0,True,-0.0364996858782066,False,2,-0.1113;0.0383,neutral
CHFR,1.63553939820504,0.0009990009990009,273,2,1.252293577975907,,0.0011657389743494,False,,,True,True,True,2,2,True,6506.0,True,-0.0494287096777356,False,2,-0.1009;0.0021,neutral
ZNRF1,1.6351223071029466,0.0009990009990009,129,2,0.5917431192633407,,0.0011657389743494,False,0.1860680906640926,True,True,True,True,2,2,True,6782.0,True,-0.1742055928205776,False,2,-0.3576;0.0092,required-machinery
TXNL1,1.6347852471200213,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,11339.0,True,0.0150035563912944,False,2,-0.0111;0.0411,neutral
TRAF3IP3,1.6330557379932955,0.0009990009990009,149,2,0.6834862385289748,,0.0011657389743494,False,0.4035165228336633,True,True,True,True,1,1,True,12343.0,True,0.08394759895786,False,2,-0.1370;0.3049,brake
NUP35,1.6326642140468195,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,7601.0,True,-0.1218981385613663,True,2,-0.1324;-0.1114,enhancer
IL1R1,1.6324078409513163,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,3.654849110335847e-08,True,True,True,True,2,2,True,3665.0,True,-0.1023031468173866,True,2,-0.0884;-0.1162,enhancer
ATG3,1.6321240998585722,0.0009990009990009,228,2,1.04587155962823,,0.0011657389743494,False,,,True,True,True,2,2,True,11183.0,True,0.0686868352188377,False,2,0.2526;-0.1152,brake
FICD,1.6319191585998567,0.0009990009990009,299,2,1.3715596330212314,,0.0011657389743494,False,,,True,True,True,2,2,True,4524.0,True,-0.0064126642222867,True,2,-0.0073;-0.0055,neutral
TRAPPC6B,1.631509454116717,0.0009990009990009,238,2,1.0917431192610472,,0.0011657389743494,False,,,True,True,True,2,2,True,6263.0,True,-0.0624465229743209,False,2,-0.1252;0.0003,enhancer
AP4M1,1.6311814189887812,0.0009990009990009,116,2,0.5321100917406785,,0.0011657389743494,False,,,True,True,True,1,2,True,4680.0,True,0.0403751094046899,True,2,0.0169;0.0639,neutral
CALU,1.6307559013263455,0.0009990009990009,295,2,1.3532110091681049,,0.0011657389743494,False,0.2137799433314501,True,True,True,True,2,2,True,10844.0,True,-0.101261846119861,False,2,0.0289;-0.2314,enhancer
PRKACA,1.6299779264213967,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,0.039273581927869,True,True,True,True,2,2,True,9255.0,True,-0.0401615221016223,False,2,0.0217;-0.1020,neutral
NDUFS2,1.6299505804594716,0.0009990009990009,289,2,1.3256880733884144,,0.0011657389743494,False,,,True,True,True,2,2,True,10549.0,True,-0.179093749230372,True,2,-0.2643;-0.0939,enhancer
INO80D,1.6296230215058287,0.0009990009990009,132,2,0.6055045871531858,,0.0011657389743494,False,,,True,True,True,1,2,True,8408.0,True,-0.0191280126834328,False,2,0.0215;-0.0598,neutral
SSNA1,1.629198543288041,0.0009990009990009,264,2,1.2110091743063716,,0.0011657389743494,False,,,True,True,True,2,2,True,9323.0,True,-0.0255130711555542,False,2,0.0962;-0.1473,neutral
ZGLP1,1.6291930137495356,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,,True,0.24701215104975,True,2,0.3358;0.1582,brake
CEACAM1,1.6290882670808102,0.0009990009990009,255,2,1.169724770636836,,0.0011657389743494,False,0.2129664113226348,True,True,True,True,2,2,True,3508.0,True,-0.0852704000812497,True,2,-0.1417;-0.0288,enhancer
SFN,1.6290412486064554,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,1863.0,True,0.0159195410614183,False,2,-0.0084;0.0403,neutral
HLCS,1.6286232762604629,0.0009990009990009,147,2,0.6743119266024115,,0.0011657389743494,False,,,True,True,True,2,2,True,5395.0,True,-0.0480887018075774,True,2,-0.0709;-0.0253,neutral
PTPN22,1.6284850984764034,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,0.0442229735432037,True,True,True,True,2,2,True,11253.0,True,0.1356064923591775,True,2,0.0595;0.2117,brake
AKAP17A,1.627774270442487,0.0009990009990009,224,2,1.0275229357751032,,0.0011657389743494,False,,,True,True,True,2,2,True,10332.0,True,-0.028086171355029,False,2,-0.0789;0.0227,neutral
MRM2,1.6272470457079038,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,8552.0,True,-0.0438871341168464,True,2,-0.0277;-0.0601,neutral
MADD,1.626877098954651,0.0009990009990009,284,2,1.3027522935720055,,0.0011657389743494,False,,,True,True,True,2,2,True,7596.0,True,-0.1326945308302926,True,2,-0.1452;-0.1202,enhancer
LY9,1.6259913074945658,0.0009990009990009,263,2,1.2064220183430898,,0.0011657389743494,False,0.1416235326101563,True,True,True,True,2,2,True,3571.0,True,0.0122900300671276,False,2,0.1382;-0.1136,neutral
TRIM23,1.6257226596040937,0.0009990009990009,169,2,0.7752293577946091,,0.0011657389743494,False,,,True,True,True,2,2,True,5135.0,True,0.1158338939057768,True,2,0.0159;0.2158,brake
YPEL2,1.625343055204759,0.0009990009990009,237,2,1.0871559632977654,,0.0011657389743494,False,0.1021739116227343,True,True,True,True,2,2,True,5200.0,True,-0.0295542141833775,False,2,0.0238;-0.0829,neutral
GPAM,1.6249988095427028,0.0009990009990009,251,2,1.1513761467837094,,0.0011657389743494,False,,,True,True,True,2,2,True,4891.0,True,-0.1337998145902892,True,2,-0.1997;-0.0679,enhancer
NDUFV2,1.6249012263099232,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,12331.0,True,-0.116445295271829,True,2,-0.1018;-0.1311,enhancer
ZNF747,1.6246019293351992,0.0009990009990009,240,2,1.1009174311876104,,0.0011657389743494,False,,,True,True,True,2,2,True,3096.0,True,-0.1388983250546892,True,2,-0.0960;-0.1818,enhancer
LRRC75A,1.624584912671871,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,1,2,True,1770.0,True,-0.0114494888997267,False,2,-0.0892;0.0663,neutral
PUS3,1.6242255015596498,0.0009990009990009,204,2,0.935779816509469,,0.0011657389743494,False,,,True,True,True,2,2,True,9163.0,True,0.1390958699739042,False,2,-0.1020;0.3802,brake
GLA,1.624017682389116,0.0009990009990009,288,2,1.3211009174251327,,0.0011657389743494,False,0.0972980470678007,True,True,True,True,2,2,True,6406.0,True,-0.0653688140037433,True,2,-0.0945;-0.0362,enhancer
KPTN,1.622746816779447,0.0009990009990009,204,2,0.935779816509469,,0.0011657389743494,False,,,True,True,True,1,2,True,4587.0,True,-0.1004741220285547,True,2,-0.1102;-0.0907,enhancer
ANKFY1,1.622321907717513,0.0009990009990009,287,2,1.316513761461851,,0.0011657389743494,False,,,True,True,True,2,2,True,9261.0,True,-0.0527566868926688,False,2,-0.1057;0.0002,enhancer
FBXL17,1.6217598401385445,0.0009990009990009,274,2,1.2568807339391888,,0.0011657389743494,False,,,True,True,True,2,2,True,6108.0,True,-0.0971062876978132,True,2,-0.0569;-0.1373,enhancer
GSTO1,1.6217195521759749,0.0009990009990009,184,2,0.8440366972438348,,0.0011657389743494,False,,,True,True,True,2,2,True,10863.0,True,-0.0720747808832057,True,2,-0.0832;-0.0609,enhancer
PPP6R1,1.6215182699477992,0.0009990009990009,150,2,0.6880733944922566,,0.0011657389743494,False,,,True,True,True,2,2,True,12284.0,True,0.0020797466124208,False,2,-0.0481;0.0523,neutral
ETFB,1.620548978075064,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,10444.0,True,-0.0395202804278608,True,2,-0.0187;-0.0604,neutral
CHP1,1.6199084355258222,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,8092.0,True,-0.0370590114819169,True,2,-0.0068;-0.0673,neutral
BEX4,1.6198848755109552,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,0.0675187317126042,True,True,True,True,2,2,True,5034.0,True,-0.0203957083120436,False,2,-0.1188;0.0780,neutral
STXBP1,1.619414567075438,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,0.0929685926026304,True,True,True,True,2,2,True,5140.0,True,-0.0870436585456607,True,2,-0.0880;-0.0861,enhancer
DDX19B,1.619346658991219,0.0009990009990009,238,2,1.0917431192610472,,0.0011657389743494,False,,,True,True,True,1,2,True,5294.0,True,0.0346258196113679,False,2,-0.0141;0.0834,neutral
HEATR6,1.6192990837183814,0.0009990009990009,226,2,1.0366972477016665,,0.0011657389743494,False,,,True,True,True,2,2,True,5151.0,True,0.1058619300094884,True,2,0.0833;0.1285,brake
ZNF177,1.6192958008175324,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,1073884.1615116815,False,True,True,True,1,2,True,,True,0.0203862630220922,False,2,-0.0574;0.0982,neutral
EEF1E1,1.6192947922631546,0.0009990009990009,156,2,0.7155963302719468,,0.0011657389743494,False,,,True,True,True,2,2,True,9761.0,True,-0.0790754166304378,True,2,-0.0731;-0.0850,required-machinery
AGA,1.6185969474913406,0.0009990009990009,270,2,1.2385321100860618,,0.0011657389743494,False,,,True,True,True,2,2,True,6327.0,True,-0.0963468093730565,True,2,-0.1029;-0.0898,enhancer
MKRN2,1.617613670817022,0.0009990009990009,219,2,1.0045871559586943,,0.0011657389743494,False,,,True,True,True,2,2,True,7883.0,True,-0.1005080345461373,False,2,0.0394;-0.2404,enhancer
SHMT1,1.6172859160163495,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,0.6510373749826373,True,True,True,True,1,2,True,6140.0,True,-0.042160865679738,False,2,0.0072;-0.0915,neutral
ARL15,1.617094335819388,0.0009990009990009,165,2,0.7568807339414823,,0.0011657389743494,False,,,True,True,True,2,2,True,5279.0,True,-0.1097647096747006,True,2,-0.1586;-0.0609,required-machinery
TPD52L2,1.6164376037697394,0.0009990009990009,285,2,1.3073394495352877,,0.0011657389743494,False,,,True,True,True,2,2,True,10121.0,True,-0.1107259013008905,True,2,-0.0374;-0.1841,enhancer
ALDH3A2,1.6155506874767769,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,0.0794838206664971,True,True,True,True,2,2,True,7654.0,True,0.0084344378865717,False,2,-0.1206;0.1374,neutral
BTBD6,1.6145066146413924,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,0.0934637800093563,True,True,True,True,2,2,True,8574.0,True,-0.1493724195923637,True,2,-0.0825;-0.2163,enhancer
ZNF570,1.614145612903222,0.0009990009990009,125,2,0.5733944954102138,,0.0011657389743494,False,,,True,True,True,2,2,True,3913.0,True,-0.1969932632308866,True,2,-0.3100;-0.0840,required-machinery
ZNF599,1.6135096246748333,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,3244.0,True,-0.0413851536733478,True,2,-0.0192;-0.0636,neutral
BIN2,1.613327005667898,0.0009990009990009,239,2,1.096330275224329,,0.0011657389743494,False,0.0858397411865249,True,True,True,True,2,2,True,8821.0,True,0.0052398394243324,False,2,0.0156;-0.0051,neutral
RAB11A,1.61326988386908,0.0009990009990009,241,2,1.1055045871508922,,0.0011657389743494,False,,,True,True,True,2,2,True,10081.0,True,0.0939952253628418,True,2,0.0543;0.1337,brake
SYF2,1.6120053109763577,0.0009990009990009,157,2,0.7201834862352285,,0.0011657389743494,False,,,True,True,True,2,2,True,10799.0,True,-0.0657121003261121,False,2,0.0233;-0.1547,required-machinery
RAB13,1.6119609792912826,0.0009990009990009,270,2,1.2385321100860618,,0.0011657389743494,False,1.2488902328004945e-07,True,True,True,True,2,2,True,3325.0,True,0.0474928396659513,True,2,0.0630;0.0320,neutral
ARHGAP10,1.6115202668232982,0.0009990009990009,297,2,1.362385321094668,,0.0011657389743494,False,0.049156644655672,True,True,True,True,2,2,True,5553.0,True,-0.0232243294049952,False,2,0.0399;-0.0863,neutral
PARP6,1.6112152877468375,0.0009990009990009,216,2,0.9908256880688496,,0.0011657389743494,False,,,True,True,True,2,2,True,7124.0,True,-0.1156478713430841,False,2,0.0236;-0.2549,enhancer
NDUFAF4,1.6106697962082208,0.0009990009990009,145,2,0.665137614675848,,0.0011657389743494,False,,,True,True,True,2,2,True,10486.0,True,-0.1757095864913346,True,2,-0.2107;-0.1407,required-machinery
TEAD4,1.6102023955032294,0.0009990009990009,217,2,0.9954128440321311,,0.0011657389743494,False,0.0637994972590959,True,True,True,True,2,2,True,4442.0,True,0.0641755631634949,True,2,0.0291;0.0993,brake
ASB1,1.6100808992939406,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,7116.0,True,-0.0939686152913892,True,2,-0.0108;-0.1771,enhancer
FBXL12,1.6092455179573335,0.0009990009990009,205,2,0.9403669724727508,,0.0011657389743494,False,,,True,True,True,2,2,True,5213.0,True,-0.1075160552299836,False,2,-0.2331;0.0181,enhancer
ZFP1,1.608924637681156,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,,,True,True,True,2,2,True,5949.0,True,0.0046244176630759,False,2,0.0618;-0.0526,neutral
SAMHD1,1.6086789297658868,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,0.2250513203902251,True,True,True,True,2,2,True,11218.0,True,-0.0367365876526936,True,2,-0.0051;-0.0683,neutral
TNFRSF14,1.607797526724184,0.0009990009990009,154,2,0.7064220183453834,,0.0011657389743494,False,,,True,True,True,2,2,True,9614.0,True,-0.1446425807921368,True,2,-0.2409;-0.0484,required-machinery
TEX30,1.6077962336050078,0.0009990009990009,283,2,1.298165137608724,,0.0011657389743494,False,0.0536612248636097,True,True,True,True,2,2,True,10921.0,True,0.0081135596171519,False,2,0.0448;-0.0286,neutral
TRIM8,1.6075377084511049,0.0009990009990009,234,2,1.0733944954079202,,0.0011657389743494,False,0.6228112819226322,True,True,True,True,2,2,True,11223.0,True,-0.044149925016259,False,2,-0.1303;0.0420,neutral
MDFIC,1.6074216276477171,0.0009990009990009,300,2,1.3761467889845131,,0.0011657389743494,False,0.3398588148515696,True,True,True,True,2,2,True,12459.0,True,0.0405036360619545,True,2,0.0028;0.0782,neutral
