perturbation,direction_score,direction_sign_agreement,direction_n_donors,direction_per_donor
GARS,-0.500244733162289,True,2,-0.6619;-0.3386
SKIV2L,-0.4999613039562275,True,2,-0.6732;-0.3267
MBTPS2,-0.4947800236402032,True,2,-0.7511;-0.2385
CD247,-0.49101853203140566,True,2,-0.6102;-0.3718
GNL3L,-0.49033891243106265,True,1,-0.4903
TBL3,-0.4897771636671896,True,1,-0.4898
SFPQ,-0.4886274475713851,True,1,-0.4886
ACD,-0.4853868829932676,True,1,-0.4854
PDPK1,-0.48354532560613217,True,2,-0.9554;-0.0117
RPL30,-0.4809297972795318,True,1,-0.4809
FUNDC1,-0.4799145214258203,True,2,-0.3510;-0.6089
SURF6,-0.4795219850054877,True,1,-0.4795
PSMG4,-0.47824568250451294,True,1,-0.4782
TBX21,-0.4782114928166363,True,2,-0.5770;-0.3794
CHTF8,-0.47785032965728513,True,1,-0.4778
ALG1,-0.4776193910685882,True,2,-0.6382;-0.3171
PNN,-0.47534513990593613,True,2,-0.2919;-0.6588
BATF,-0.47528357725196735,True,2,-0.7652;-0.1854
VMA21,-0.4741398167765558,True,2,-0.9122;-0.0360
BCAT2,-0.4716198826043694,True,2,-0.6480;-0.2953
ZC3H18,-0.47008729148331624,True,2,-0.7492;-0.1910
COG8,-0.46839604955422764,True,2,-0.5377;-0.3991
SRPRA,-0.4632635645409176,True,2,-0.7256;-0.2010
FTSJ3,-0.46306671615806105,True,1,-0.4631
NCBP2,-0.462179206127294,True,1,-0.4622
KANSL3,-0.45994107475532664,True,1,-0.4599
TRAPPC5,-0.4569537353517369,True,2,-0.7626;-0.1513
TTYH3,-0.45690459182684223,True,2,-0.5903;-0.3235
DDX56,-0.4559488052075751,True,2,-0.4949;-0.4170
CCDC84,-0.4542742746486128,True,2,-0.1281;-0.7804
SLBP,-0.4537338654536345,True,1,-0.4537
SPCS3,-0.4531830351805728,True,2,-0.7676;-0.1387
SRA1,-0.4498456115890083,True,2,-0.7666;-0.1331
MOB4,-0.4490400708407767,True,1,-0.4490
SF3B2,-0.4479543001864503,True,1,-0.4480
EFR3A,-0.44565257229484634,True,2,-0.7471;-0.1442
STRN4,-0.4453473248221146,True,2,-0.1793;-0.7114
HGS,-0.4441783635246159,True,1,-0.4442
SMC1A,-0.4437954909231565,True,1,-0.4438
UBE2E2,-0.4429380371276407,True,2,-0.6270;-0.2588
EIF2B3,-0.44212885338264185,True,2,-0.2880;-0.5962
MYO9B,-0.4402923937906189,True,1,-0.4403
NCSTN,-0.4384661754087902,True,1,-0.4385
MED6,-0.4349270221918833,True,1,-0.4349
RHOA,-0.43419286357831427,True,2,-0.3016;-0.5667
PHAX,-0.4326943584764047,True,1,-0.4327
RIC1,-0.4269570616569669,True,1,-0.4270
KIF18B,-0.4262612482761308,True,2,-0.6452;-0.2074
RPL12,-0.42178228258519834,True,1,-0.4218
RPAP3,-0.421137901408039,True,1,-0.4211
HSPA9,-0.4148548245425623,True,1,-0.4149
RFT1,-0.4142881781903009,True,2,-0.6970;-0.1316
ZNF131,-0.41347640141159303,True,2,-0.2086;-0.6183
C5orf22,-0.4130914867671526,True,2,-0.3506;-0.4756
IGBP1,-0.4120545867376019,True,2,-0.1239;-0.7002
SP140,-0.4090286883553842,True,2,-0.0206;-0.7975
UMAD1,-0.4067452779347318,True,1,-0.4067
MPI,-0.4056858629108445,True,2,-0.5354;-0.2760
ILF3,-0.4054091222529046,True,2,-0.7410;-0.0699
POLR3D,-0.40538515040060585,False,2,-0.9175;0.1067
TJP2,-0.40493015147907535,True,2,-0.1192;-0.6906
TIMM44,-0.40248914617660025,True,2,-0.6051;-0.1999
RACK1,-0.4009746944509145,True,2,-0.2532;-0.5488
MVK,-0.3999617335357077,True,2,-0.5747;-0.2252
SMN1,-0.399542611885392,True,1,-0.3995
PRPF38B,-0.39925172902664485,True,2,-0.7886;-0.0099
DXO,-0.3990005284475144,True,2,-0.6136;-0.1844
GFPT1,-0.39610209126919904,True,1,-0.3961
RPS15A,-0.3952480669164351,True,1,-0.3952
TAF4,-0.39522519499155584,False,2,-0.7982;0.0077
SDAD1,-0.39412185497949925,True,1,-0.3941
CD99L2,-0.39351314856742564,True,2,-0.6970;-0.0900
EIF2B1,-0.3931089204380682,True,2,-0.5784;-0.2078
TTI1,-0.3926574816713538,True,2,-0.3817;-0.4037
POLR2D,-0.3924109405592806,True,1,-0.3924
MRPL11,-0.3921232224379616,True,2,-0.3149;-0.4693
PGK1,-0.39210838952679505,True,2,-0.4560;-0.3282
DHX8,-0.39006744430412366,True,1,-0.3901
PGGT1B,-0.3898197481741641,True,2,-0.5367;-0.2429
C6orf203,-0.38839721933825827,True,2,-0.3868;-0.3900
NOP10,-0.38773452730780084,False,2,-0.8046;0.0291
UQCRC1,-0.38665139744014126,True,2,-0.4368;-0.3365
TARS,-0.3855038231936976,True,2,-0.4572;-0.3138
RNASEK,-0.3853606857784619,True,2,-0.4973;-0.2734
PDIA3,-0.38440535916866286,True,2,-0.6458;-0.1230
ACTR3B,-0.3829618208174088,True,2,-0.0830;-0.6830
CTNNBL1,-0.38286729037573525,True,2,-0.4222;-0.3435
SLC3A2,-0.3808382835236038,True,2,-0.6606;-0.1011
MTOR,-0.38082505115542853,True,2,-0.3648;-0.3969
SPCS2,-0.380314489235164,True,2,-0.6155;-0.1452
SAE1,-0.38031264586141966,True,1,-0.3803
PI4KA,-0.3799911048223239,True,1,-0.3800
TOMM40,-0.3796419429317042,True,2,-0.5218;-0.2375
ESPL1,-0.3794552522810777,True,1,-0.3795
CHTOP,-0.37899814251933966,True,2,-0.0503;-0.7077
TAF8,-0.3786152878815391,True,2,-0.5234;-0.2338
POLR2J,-0.3784487775383224,True,1,-0.3784
MED23,-0.3777480181057247,True,2,-0.4401;-0.3154
ANKIB1,-0.3771168504427487,True,2,-0.4630;-0.2912
WDCP,-0.37666658521611307,True,1,-0.3767
MTREX,-0.3756955758720015,True,2,-0.6856;-0.0658
TAF2,-0.3709571756585536,True,1,-0.3710
NBN,-0.3701266739766056,True,1,-0.3701
CEBPZ,-0.3697953171490611,True,1,-0.3698
HIST1H3E,-0.3676831799893688,True,2,-0.2695;-0.4659
MED14,-0.3665634642385531,True,1,-0.3666
IKBKG,-0.36255736469348243,True,2,-0.4562;-0.2690
COPS2,-0.36191109360333784,True,1,-0.3619
SUCO,-0.3619059478303154,True,2,-0.1573;-0.5666
PAPOLA,-0.36185244959591134,True,2,-0.0875;-0.6362
SUMO3,-0.3608205604901108,False,2,0.0031;-0.7247
RBX1,-0.36038668626404013,True,1,-0.3604
GSTP1,-0.3592448888535618,True,2,-0.6157;-0.1028
USO1,-0.359059042991552,True,2,-0.5770;-0.1411
RPS19,-0.35730579071577484,True,1,-0.3573
GUCD1,-0.357221741071687,True,2,-0.3894;-0.3250
POP5,-0.35610751931411555,False,2,-0.9062;0.1940
APPL1,-0.3558234956030565,True,2,-0.6498;-0.0618
RPL26,-0.3557067462215624,True,1,-0.3557
PTCD3,-0.3536662441318677,True,2,-0.3617;-0.3456
TLN1,-0.3527848645275695,True,2,-0.2856;-0.4200
ATP1A1,-0.35151052690970963,True,1,-0.3515
ZKSCAN1,-0.3511999873176833,True,2,-0.6365;-0.0659
RPS14,-0.3510990299503558,True,1,-0.3511
WAPL,-0.34828496313258567,True,2,-0.4966;-0.2000
MPC2,-0.3478195415579813,True,2,-0.6422;-0.0534
LONP1,-0.346541944400193,True,2,-0.5226;-0.1705
MNAT1,-0.346397402616043,True,2,-0.5965;-0.0962
ALDH6A1,-0.3462674953007186,True,2,-0.6910;-0.0015
WDR43,-0.34535856410294863,True,2,-0.4166;-0.2741
CLSTN3,-0.34487738067943124,True,2,-0.3015;-0.3882
TRPC1,-0.34485517568151086,True,2,-0.3967;-0.2930
SLC7A6,-0.34419551022725037,True,2,-0.5245;-0.1639
AP2S1,-0.34300471158432116,True,2,-0.6093;-0.0767
BRIX1,-0.3420897395942357,True,1,-0.3421
TMX1,-0.34159418947412956,True,2,-0.4105;-0.2727
SYK,-0.34142275016381335,True,2,-0.3347;-0.3481
CD82,-0.34015865446626115,True,2,-0.0192;-0.6611
WAS,-0.3399847816250498,True,2,-0.4238;-0.2561
XRCC3,-0.33935619418676477,True,2,-0.3809;-0.2978
CASC3,-0.3384592607228354,True,2,-0.4840;-0.1929
NSRP1,-0.3368848794915993,True,1,-0.3369
GOLGA3,-0.335771268757526,True,2,-0.5037;-0.1678
TUT4,-0.3357087906018753,True,2,-0.3217;-0.3497
XRCC6,-0.3352829424256587,True,1,-0.3353
TXN,-0.33525552260178104,True,1,-0.3353
COG5,-0.3350819559267816,True,2,-0.5384;-0.1317
RPS18,-0.33452107729414177,True,2,-0.2516;-0.4175
IPO7,-0.3339894193014812,True,2,-0.3103;-0.3577
FARSB,-0.3339535326016039,True,1,-0.3340
WDR3,-0.3339076252084104,True,2,-0.4321;-0.2357
RFC3,-0.3337004042472269,True,1,-0.3337
MED10,-0.3330202582925238,True,2,-0.3463;-0.3197
MBD5,-0.33192255605938736,True,2,-0.3549;-0.3089
PIP4P1,-0.33139435117895527,True,2,-0.4352;-0.2276
METRN,-0.3311901839475873,True,2,-0.6052;-0.0572
MEA1,-0.33111932467389654,True,2,-0.1824;-0.4799
FAM204A,-0.33098617041856604,True,2,-0.4729;-0.1891
MARCH5,-0.33030112266898826,True,2,-0.1756;-0.4850
ATP6V0B,-0.3302198537606985,True,2,-0.2312;-0.4293
EXOSC6,-0.3296691826074632,True,2,-0.5288;-0.1306
CHMP3,-0.3296148574082125,True,2,-0.2171;-0.4421
PPWD1,-0.3290144312646486,True,1,-0.3290
PGAM1,-0.32901328980893446,True,2,-0.4788;-0.1793
GIMAP1,-0.32888703666130503,True,1,-0.3289
COG1,-0.3285759262825732,True,2,-0.5511;-0.1061
CD28,-0.3283019932982625,True,2,-0.4502;-0.2064
TRMT2B,-0.32552966459619487,True,2,-0.1501;-0.5009
EAPP,-0.3252815670912965,True,2,-0.3276;-0.3229
ITK,-0.324870944874502,True,2,-0.3747;-0.2750
PRKCE,-0.3246732071223909,True,2,-0.0940;-0.5554
RPP30,-0.3245400145604462,False,2,-0.7068;0.0578
DOLPP1,-0.32369924426465957,True,2,-0.4610;-0.1864
ZW10,-0.323651244393395,True,2,-0.4489;-0.1984
TRIOBP,-0.32316629223467974,True,2,-0.3782;-0.2681
EIF3I,-0.32250905570801813,True,1,-0.3225
GEMIN8,-0.321317027018028,True,2,-0.3026;-0.3400
CYB5R4,-0.32054262232054614,True,2,-0.5646;-0.0765
RNASE6,-0.32037966882400887,True,2,-0.1395;-0.5012
RBM33,-0.32022300569039863,True,2,-0.2486;-0.3918
PRPF18,-0.31982387387501104,True,2,-0.4499;-0.1898
SPTY2D1,-0.31824961964316406,True,2,-0.3968;-0.2397
SUGT1,-0.31812112752387195,True,2,-0.2484;-0.3879
MARS,-0.31759109595514434,True,2,-0.1770;-0.4582
CHAF1B,-0.31723855772207477,True,1,-0.3172
SEC61B,-0.31709969818777034,True,2,-0.4473;-0.1869
SLC25A38,-0.3163159720430825,True,2,-0.3609;-0.2718
RTF2,-0.31627973095546874,True,2,-0.4488;-0.1837
FZR1,-0.3162225477808036,True,2,-0.5811;-0.0514
CINP,-0.3160568688548586,True,2,-0.3579;-0.2742
TTF1,-0.31593737466106836,True,2,-0.4364;-0.1955
YBX1,-0.3153201724660325,True,2,-0.4652;-0.1654
TBP,-0.31517753886001965,True,1,-0.3152
CDC26,-0.3151453804204847,True,1,-0.3151
IL21R,-0.3141864246910494,True,2,-0.5110;-0.1174
SMARCB1,-0.3141813373790553,True,2,-0.2119;-0.4164
NAA15,-0.3130764627253648,True,2,-0.1395;-0.4867
CALCOCO2,-0.3127120001730947,True,2,-0.5428;-0.0827
PAXBP1,-0.3124860151193234,True,1,-0.3125
USE1,-0.3123475998841331,True,1,-0.3123
CHERP,-0.3119295541536267,True,2,-0.5332;-0.0907
CITED2,-0.3110941260263408,True,2,-0.3395;-0.2827
EIPR1,-0.31098128005640135,True,2,-0.4420;-0.1800
ZNF768,-0.31095047795107306,True,2,-0.2501;-0.3718
SAA1,-0.3103057769861257,True,1,-0.3103
ZNF341,-0.3100691626353961,True,1,-0.3101
HSD17B10,-0.30986989367154233,True,2,-0.2901;-0.3296
PTPRC,-0.3090328272833158,True,2,-0.3488;-0.2693
HNRNPK,-0.30901802375695175,False,2,-0.6468;0.0288
HELT,-0.3086994428916763,True,2,-0.3964;-0.2210
P2RY13,-0.3082700458729025,True,2,-0.5018;-0.1148
USP7,-0.30713291757894856,True,2,-0.3651;-0.2492
PANX1,-0.30677956241761967,False,2,-0.7541;0.1406
EXOSC4,-0.30654780321146957,True,1,-0.3065
CCT5,-0.3056017109101772,True,1,-0.3056
NDUFAB1,-0.30537345831049856,True,1,-0.3054
MRPS6,-0.3045011046787396,True,1,-0.3045
NMD3,-0.3042177300520302,True,2,-0.5749;-0.0336
SLC35B1,-0.30383145016897756,True,2,-0.4730;-0.1347
NKX3-2,-0.30292683864007464,True,2,-0.5835;-0.0224
SLK,-0.30262599542030927,True,2,-0.1122;-0.4930
VPS29,-0.3025842921506219,True,2,-0.3325;-0.2727
MTA3,-0.3024711502302426,True,2,-0.3238;-0.2811
ZNF497,-0.30240703410172526,True,2,-0.3530;-0.2518
EXOSC7,-0.3023718147818203,True,1,-0.3024
DDX27,-0.3017447726808209,True,1,-0.3017
ASH2L,-0.3005834941686747,True,2,-0.5226;-0.0786
TSPAN4,-0.3004003098526078,True,2,-0.3738;-0.2270
CCDC6,-0.30030457785611775,True,2,-0.4284;-0.1722
HAUS8,-0.2993538667626931,True,2,-0.4486;-0.1501
YPEL5,-0.2987191641675055,True,2,-0.4644;-0.1330
PMPCA,-0.2982305003153666,True,2,-0.2961;-0.3004
MED24,-0.2964085412737815,True,2,-0.2866;-0.3062
ZNF703,-0.2957307486961878,True,2,-0.4981;-0.0933
UMPS,-0.2955405849047833,True,2,-0.4636;-0.1275
GPR135,-0.2951670560378506,True,2,-0.5100;-0.0804
SMG5,-0.2946594585415549,True,2,-0.5719;-0.0174
MBD2,-0.2933126898640644,True,2,-0.5267;-0.0599
NEDD4,-0.2928733382093129,True,2,-0.4028;-0.1829
PRKCQ,-0.29278525824900636,True,2,-0.3853;-0.2003
VPS33A,-0.2926941171307077,False,2,-0.7048;0.1194
PAXIP1,-0.2924567293212108,True,2,-0.2965;-0.2884
OTUD6B,-0.2920706879108902,True,2,-0.5103;-0.0738
ATP6V0E2,-0.28966354931045735,True,2,-0.5711;-0.0083
PDZK1IP1,-0.28943476183616523,True,2,-0.1125;-0.4664
COG2,-0.28927024312778216,True,2,-0.3419;-0.2366
PRPF4B,-0.2892363729186196,True,2,-0.3132;-0.2653
PSMB6,-0.2881760447382173,True,2,-0.3197;-0.2567
USP27X,-0.288147538767503,True,2,-0.2232;-0.3531
RMDN2,-0.2880907029027879,True,2,-0.1719;-0.4042
CAMSAP1,-0.28785899385392405,True,2,-0.2662;-0.3095
COG3,-0.28748928419824504,True,2,-0.4676;-0.1074
POLG2,-0.28689026902841497,True,2,-0.3582;-0.2155
NELFE,-0.2865199511170303,True,2,-0.4311;-0.1420
ARID1A,-0.28627045703113885,True,2,-0.4473;-0.1252
GPR75,-0.2861994869754667,False,2,0.0228;-0.5952
RBBP4,-0.2858504986054519,True,2,-0.4413;-0.1304
VAMP5,-0.2858107299587692,True,2,-0.1680;-0.4036
CAMLG,-0.28418260047417554,False,2,-0.6281;0.0597
ARPC2,-0.2837483344391364,True,2,-0.2645;-0.3030
FXR1,-0.2836812880275441,True,2,-0.3276;-0.2398
KPNA6,-0.28279923991990674,True,2,-0.2944;-0.2712
HSPE1-MOB4,-0.28231585473880294,True,2,-0.5057;-0.0590
CHD9,-0.28219191428306023,True,2,-0.2423;-0.3221
SRPRB,-0.2820341760736329,False,2,0.0962;-0.6602
COG6,-0.28189973090865933,True,2,-0.4144;-0.1494
ZBTB4,-0.28166409680953813,True,2,-0.4048;-0.1585
HLA-B,-0.28165690180479713,True,2,-0.3112;-0.2521
GTF3C2,-0.28163945190128126,True,2,-0.1181;-0.4452
CACNB1,-0.28162526086001455,True,2,-0.2775;-0.2857
C17orf75,-0.281404894998114,True,2,-0.2225;-0.3403
NDUFS8,-0.28119959091824687,True,2,-0.3379;-0.2245
NDUFA5,-0.28104984109273695,True,2,-0.1705;-0.3916
TIMM50,-0.28087515141686614,True,2,-0.5040;-0.0577
P2RX4,-0.28067342567485287,True,2,-0.3003;-0.2611
TOMM22,-0.2798194989303695,True,1,-0.2798
DARS2,-0.27949647058998994,True,2,-0.4325;-0.1265
FAAP24,-0.2793125040263614,True,2,-0.4249;-0.1337
IFNG,-0.2776157142096736,True,2,-0.2757;-0.2796
TMED9,-0.27755436339886064,True,2,-0.4110;-0.1441
STAG1,-0.2773031737039023,True,2,-0.2498;-0.3048
SUCLG2,-0.2771729310422474,True,2,-0.0519;-0.5025
USP24,-0.27709357842895876,True,2,-0.4259;-0.1283
RPL37,-0.2767978532515307,False,2,-1.1383;0.5847
TXNL4A,-0.2766764268448274,True,1,-0.2767
ATP11B,-0.27579332352137054,True,2,-0.4169;-0.1347
ZBTB11,-0.27507093217954115,True,1,-0.2751
