gene,ppr,is_seed,is_gated_hit,e_distance,e_qval,degree,enrichment,n_seed_nbrs,seed_weight_sum,seed_neighbors,is_sig_causal
COL14A1,3.5996406646332007e-06,False,False,,,25,0.06822902901372353,0,0.0,,False
NRARP,3.5986503503546286e-06,False,True,0.8807273278993648,0.0011657389743494,9,0.1894729394465605,0,0.0,,True
LUZP4,3.598473373101183e-06,False,False,,,9,0.18946362139752518,0,0.0,,False
MMAA,3.597480454146087e-06,False,True,0.6976086213303603,0.0011657389743494,10,0.17047020880016647,0,0.0,,True
C2orf66,3.5958691532906424e-06,False,False,,,1,1.7039385569783039,0,0.0,,False
KCND3,3.5950200046792264e-06,False,False,,,31,0.05495277998120317,0,0.0,,False
BMF,3.5939535993961016e-06,False,False,0.2127914958901726,0.1114787651373017,13,0.13100237327767975,0,0.0,,False
TNFRSF6B,3.5896943880082197e-06,False,False,,,6,0.28350209711692914,0,0.0,,False
PAPSS1,3.5894771677956383e-06,False,True,2.7933511484380062,0.0011657389743494,22,0.07731407503325642,0,0.0,,True
DDI2,3.5892767267467135e-06,False,True,2.084310144927535,0.0011657389743494,10,0.17008146697361975,0,0.0,,True
SEC14L5,3.5876156962702547e-06,False,False,2.926408807134884,0.0011657389743494,1,1.7000275738346229,0,0.0,,True
COTL1,3.584803556601803e-06,False,True,1.1937126384520198,0.0011657389743494,2,0.8493475066656653,0,0.0,,True
GABRB2,3.584221609874363e-06,False,False,,,20,0.08492096260275328,0,0.0,,False
NANS,3.5839968384860666e-06,False,True,1.241745520341084,0.0011657389743494,6,0.28305212364750126,0,0.0,,True
EXOC3L2,3.583262307630578e-06,False,False,,,11,0.1543604251903478,0,0.0,,False
MLXIP,3.5832134610884026e-06,False,True,1.4976002729547346,0.0011657389743494,8,0.21224269133391882,0,0.0,,True
PLA1A,3.5826045914744423e-06,False,False,,,9,0.1886281124128977,0,0.0,,False
CSTA,3.581126098310512e-06,False,False,0.6931165385443521,0.0011657389743494,19,0.08931328489186417,0,0.0,,True
WNT10A,3.5807954045550073e-06,False,True,1.5662734551737074,0.0011657389743494,33,0.051418051830376836,0,0.0,,True
CGB5,3.5797167040873797e-06,False,False,,,15,0.11308563715992306,0,0.0,,False
GNRHR,3.5796928256350997e-06,False,False,,,17,0.0997807789620852,0,0.0,,False
COMMD5,3.579158197598269e-06,False,True,4.679098693049426,0.0011657389743494,21,0.08076285254828171,0,0.0,,True
DSG3,3.5782715095438045e-06,False,False,,,28,0.060557133482586685,0,0.0,,False
SPTB,3.575565863903543e-06,False,False,0.5647604055967506,0.0011657389743494,12,0.14119313668911107,0,0.0,,True
NR2E3,3.5736537990016534e-06,False,False,0.8434033816425028,0.0011657389743494,28,0.06047898532839012,0,0.0,,True
ITGAD,3.5711645808889544e-06,False,False,,,8,0.211529006037505,0,0.0,,False
CTSF,3.5711312484486325e-06,False,True,0.978621404682272,0.0011657389743494,8,0.21152703167373363,0,0.0,,True
SC5D,3.5696411692706684e-06,False,False,0.4954725999264866,0.0723136387634114,30,0.056383672149019966,0,0.0,,False
